file_path,filename,project,doc_type,ext,created_at,folder_type
test_workspace\folder_4546_U\계약.jpg,계약.jpg,외부고객,설문결과,.jpg,2025-01-06 02:58:41,random_folder
test_workspace\최종본.jpg,최종본.jpg,기타,피드백,.jpg,2025-07-04 11:52:41,root
test_workspace\folder_2999_D\보고서.png,보고서.png,외부고객,디자인시안,.png,2024-11-20 02:51:41,random_folder
test_workspace\신제품_퀀텀_출시\-verwoi0_70.docx,-verwoi0_70.docx,신제품 '퀀텀' 출시,개발일정,.docx,2024-12-16 01:03:41,project_folder
test_workspace\folder_6611_E\-최종본(2).jpg,-최종본(2).jpg,외부고객,회의록,.jpg,2024-09-07 17:36:41,random_folder
test_workspace\folder_6561_Y\-최종.pdf,-최종.pdf,기타,피드백,.pdf,2025-08-05 17:03:41,random_folder
test_workspace\folder_8983_[\계약.png,계약.png,외부고객,디자인시안,.png,2025-02-16 18:07:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\v2@#.png,v2@#.png,2025 3분기 마케팅 캠페인,회의록,.png,2025-07-23 12:10:41,project_folder
test_workspace\보고서_2.docx,보고서_2.docx,기타,지원요청,.docx,2025-05-08 09:48:41,root
test_workspace\folder_7956_W\FINAL.docx,FINAL.docx,협력사,피드백,.docx,2024-11-16 08:22:41,random_folder
test_workspace\folder_4555_G\_복사본.pdf,_복사본.pdf,협력사,견적,.pdf,2024-10-17 16:03:41,random_folder
test_workspace\folder_5266_H\계약.pdf,계약.pdf,기타,QnA,.pdf,2024-10-21 11:29:41,random_folder
test_workspace\피드백.xlsx,피드백.xlsx,2025 3분기 마케팅 캠페인,개선안,.xlsx,2025-04-29 11:34:41,root
test_workspace\_last.jpg,_last.jpg,외부고객,기획안,.jpg,2024-09-23 10:34:41,root
test_workspace\신제품_퀀텀_출시\첨부9bz.txt,첨부9bz.txt,신제품 '퀀텀' 출시,고객문의,.txt,2025-07-29 05:43:41,project_folder
test_workspace\folder_9583_R\-최종(1)_48.pptx,-최종(1)_48.pptx,외부고객,이슈,.pptx,2025-04-19 08:54:41,random_folder
test_workspace\folder_7026_Z\_edit.txt,_edit.txt,기타,이슈,.txt,2025-02-08 09:25:41,random_folder
test_workspace\folder_8983_[\-최종본(최종).pdf,-최종본(최종).pdf,내부지원,발표자료,.pdf,2025-05-05 01:44:41,random_folder
test_workspace\folder_7492_B\결과.png,결과.png,사내 업무 효율화 TF,발표자료,.png,2025-04-18 11:27:41,random_folder
test_workspace\계약_13.jpg,계약_13.jpg,외부고객,기획안,.jpg,2024-10-23 06:20:41,root
test_workspace\folder_3530_]\최종본.xlsx,최종본.xlsx,신제품 '퀀텀' 출시,예산안,.xlsx,2025-05-09 05:58:41,random_folder
test_workspace\회의.pptx,회의.pptx,사내 업무 효율화 TF,결과보고서,.pptx,2025-05-25 01:57:41,root
test_workspace\folder_2614_K\(1)j6efxt@#.pdf,(1)j6efxt@#.pdf,기타,계약,.pdf,2025-08-07 20:49:41,random_folder
test_workspace\협력사\-최종본(2)bumy.xlsx,-최종본(2)bumy.xlsx,협력사,발표자료,.xlsx,2025-07-25 19:17:41,project_folder
test_workspace\folder_4546_U\QnA.pptx,QnA.pptx,내부지원,이슈,.pptx,2025-07-24 04:30:41,random_folder
test_workspace\협력사\계약.pptx,계약.pptx,협력사,발표자료,.pptx,2025-05-30 02:35:41,project_folder
test_workspace\외부고객\-최종수정.jpg,-최종수정.jpg,외부고객,고객문의,.jpg,2025-06-12 22:43:41,project_folder
test_workspace\folder_4555_G\_복사본.docx,_복사본.docx,신제품 '퀀텀' 출시,기획안,.docx,2024-12-22 10:07:41,random_folder
test_workspace\지원요청.png,지원요청.png,내부지원,결과보고서,.png,2025-02-26 00:06:41,root
test_workspace\내부지원\자료.docx,자료.docx,내부지원,캠페인제안서,.docx,2025-02-05 23:32:41,project_folder
test_workspace\folder_4967_L\-최종본(최종)ivxy.png,-최종본(최종)ivxy.png,사내 업무 효율화 TF,예산안,.png,2024-10-07 21:15:41,random_folder
test_workspace\folder_5266_H\v1.txt,v1.txt,기타,캠페인제안서,.txt,2024-11-24 20:12:41,random_folder
test_workspace\이슈.pdf,이슈.pdf,기타,이슈,.pdf,2025-04-25 02:38:41,root
test_workspace\folder_4967_L\견적akfku.pdf,견적akfku.pdf,협력사,디자인시안,.pdf,2025-01-07 02:37:41,random_folder
test_workspace\-최종.jpg,-최종.jpg,사내 업무 효율화 TF,설문결과,.jpg,2025-06-08 03:33:41,root
test_workspace\folder_9694_O\draft.jpg,draft.jpg,협력사,설문결과,.jpg,2024-09-30 12:06:41,random_folder
test_workspace\최종본.pdf,최종본.pdf,협력사,피드백,.pdf,2025-04-05 13:10:41,root
test_workspace\-최종(최종).xlsx,-최종(최종).xlsx,외부고객,설문결과,.xlsx,2025-07-25 15:03:41,root
test_workspace\folder_9952_J\-최종45a9.xlsx,-최종45a9.xlsx,내부지원,광고시안,.xlsx,2025-06-04 22:47:41,random_folder
test_workspace\사내_업무_효율화_TF\견적18.png,견적18.png,사내 업무 효율화 TF,디자인시안,.png,2025-07-28 05:41:41,project_folder
test_workspace\신제품_퀀텀_출시\피드백.png,피드백.png,신제품 '퀀텀' 출시,디자인시안,.png,2025-05-03 01:51:41,project_folder
test_workspace\folder_6611_E\-최종본(최종).jpg,-최종본(최종).jpg,사내 업무 효율화 TF,광고시안,.jpg,2025-07-18 08:03:41,random_folder
test_workspace\folder_8983_[\-최종본(2).docx,-최종본(2).docx,기타,고객문의,.docx,2025-02-22 12:11:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\-최종(2).txt,-최종(2).txt,2025 3분기 마케팅 캠페인,결과보고서,.txt,2025-05-12 17:09:41,project_folder
test_workspace\ver2.png,ver2.png,외부고객,개선안,.png,2024-10-24 06:18:41,root
test_workspace\folder_9952_J\(1).txt,(1).txt,협력사,기획안,.txt,2025-07-04 20:18:41,random_folder
test_workspace\_edit.txt,_edit.txt,사내 업무 효율화 TF,광고시안,.txt,2025-04-17 14:12:41,root
test_workspace\-최종수정.pptx,-최종수정.pptx,협력사,회의록,.pptx,2025-07-17 10:48:41,root
test_workspace\folder_4493_I\결과.jpg,결과.jpg,2025 3분기 마케팅 캠페인,개발일정,.jpg,2024-09-05 07:53:41,random_folder
test_workspace\folder_6561_Y\수정본.docx,수정본.docx,신제품 '퀀텀' 출시,QnA,.docx,2025-01-18 12:31:41,random_folder
test_workspace\지원요청52.pptx,지원요청52.pptx,내부지원,설문결과,.pptx,2025-06-16 23:11:41,root
test_workspace\folder_4493_I\-사본.xlsx,-사본.xlsx,사내 업무 효율화 TF,캠페인제안서,.xlsx,2025-03-04 00:47:41,random_folder
test_workspace\folder_8983_[\(최종)@#.pdf,(최종)@#.pdf,외부고객,발표자료,.pdf,2025-05-10 02:41:41,random_folder
test_workspace\-최종(2).jpg,-최종(2).jpg,신제품 '퀀텀' 출시,개발일정,.jpg,2024-11-27 00:20:41,root
test_workspace\folder_3025_M\결과bv.png,결과bv.png,외부고객,개선안,.png,2024-09-28 10:41:41,random_folder
test_workspace\v1.pptx,v1.pptx,사내 업무 효율화 TF,디자인시안,.pptx,2024-12-01 17:56:41,root
test_workspace\참고.pdf,참고.pdf,내부지원,캠페인제안서,.pdf,2025-02-07 15:09:41,root
test_workspace\(1)aumu.docx,(1)aumu.docx,신제품 '퀀텀' 출시,개발일정,.docx,2024-09-14 06:22:41,root
test_workspace\folder_6611_E\_복사본wbqjt.pdf,_복사본wbqjt.pdf,외부고객,피드백,.pdf,2024-08-16 17:18:41,random_folder
test_workspace\신제품_퀀텀_출시\-최종(1).jpg,-최종(1).jpg,신제품 '퀀텀' 출시,QnA,.jpg,2025-06-17 00:34:41,project_folder
test_workspace\folder_5179_F\최종본dgt.jpg,최종본dgt.jpg,외부고객,개발일정,.jpg,2025-08-13 03:40:41,random_folder
test_workspace\최종본k4_73.txt,최종본k4_73.txt,신제품 '퀀텀' 출시,계약,.txt,2024-10-24 15:37:41,root
test_workspace\-최종(최종).pptx,-최종(최종).pptx,기타,개선안,.pptx,2024-10-22 17:01:41,root
test_workspace\견적.docx,견적.docx,내부지원,개발일정,.docx,2025-05-07 09:14:41,root
test_workspace\folder_2999_D\V2MWH4YO.docx,V2MWH4YO.docx,외부고객,개발일정,.docx,2025-05-31 17:15:41,random_folder
test_workspace\회의ft.pdf,회의ft.pdf,협력사,발표자료,.pdf,2025-06-12 13:05:41,root
test_workspace\_복사본4p.pptx,_복사본4p.pptx,2025 3분기 마케팅 캠페인,회의록,.pptx,2025-03-04 10:29:41,root
test_workspace\-최종본(최종)8c6@#.docx,-최종본(최종)8c6@#.docx,2025 3분기 마케팅 캠페인,개발일정,.docx,2025-02-12 07:41:41,root
test_workspace\folder_9156_Q\(1)HG5TSA.docx,(1)HG5TSA.docx,신제품 '퀀텀' 출시,QnA,.docx,2025-06-20 13:06:41,random_folder
test_workspace\folder_1249_V\-사본FXI6F5@#.txt,-사본FXI6F5@#.txt,협력사,회의록,.txt,2024-12-13 06:30:41,random_folder
test_workspace\folder_5266_H\_edit88hyl@#.jpg,_edit88hyl@#.jpg,신제품 '퀀텀' 출시,기획안,.jpg,2025-04-19 13:36:41,random_folder
test_workspace\folder_7956_W\-최종(1).xlsx,-최종(1).xlsx,신제품 '퀀텀' 출시,발표자료,.xlsx,2025-07-10 21:40:41,random_folder
test_workspace\신제품_퀀텀_출시\-VER.txt,-VER.txt,신제품 '퀀텀' 출시,이슈,.txt,2024-10-05 07:41:41,project_folder
test_workspace\_last.docx,_last.docx,2025 3분기 마케팅 캠페인,고객문의,.docx,2025-03-04 13:52:41,root
test_workspace\협력사\-최종본(최종)yfw257_10.pptx,-최종본(최종)yfw257_10.pptx,협력사,회의록,.pptx,2024-11-03 05:36:41,project_folder
test_workspace\folder_1249_V\참고_18.pdf,참고_18.pdf,기타,요구사항정의서,.pdf,2025-05-13 11:59:41,random_folder
test_workspace\folder_2228_^\-ver.pdf,-ver.pdf,신제품 '퀀텀' 출시,요구사항정의서,.pdf,2024-09-06 01:52:41,random_folder
test_workspace\외부고객\회의.png,회의.png,외부고객,디자인시안,.png,2025-07-06 02:13:41,project_folder
test_workspace\folder_4546_U\(1)2wcp@#.png,(1)2wcp@#.png,신제품 '퀀텀' 출시,디자인시안,.png,2025-04-28 13:20:41,random_folder
test_workspace\내부지원\finaljy55.jpg,finaljy55.jpg,내부지원,기획안,.jpg,2025-07-04 16:15:41,project_folder
test_workspace\ver2.pdf,ver2.pdf,신제품 '퀀텀' 출시,고객문의,.pdf,2024-11-20 04:00:41,root
test_workspace\내부지원\draft.jpg,draft.jpg,내부지원,캠페인제안서,.jpg,2024-12-01 22:12:41,project_folder
test_workspace\-최종본(1)5YF.jpg,-최종본(1)5YF.jpg,기타,캠페인제안서,.jpg,2025-06-18 22:42:41,root
test_workspace\folder_2614_K\수정본.xlsx,수정본.xlsx,기타,설문결과,.xlsx,2025-02-05 00:16:41,random_folder
test_workspace\folder_4967_L\회의ld3ttz.txt,회의ld3ttz.txt,외부고객,피드백,.txt,2024-12-26 12:04:41,random_folder
test_workspace\folder_4687_T\최종본.xlsx,최종본.xlsx,기타,발표자료,.xlsx,2025-07-13 12:04:41,random_folder
test_workspace\-최종수정.png,-최종수정.png,2025 3분기 마케팅 캠페인,계약,.png,2024-11-11 11:39:41,root
test_workspace\folder_7026_Z\-최종본(최종).docx,-최종본(최종).docx,협력사,디자인시안,.docx,2025-03-18 02:44:41,random_folder
test_workspace\외부고객\_editulo0u.xlsx,_editulo0u.xlsx,외부고객,기획안,.xlsx,2025-03-21 05:14:41,project_folder
test_workspace\folder_3025_M\첨부.pdf,첨부.pdf,협력사,지원요청,.pdf,2025-07-23 21:19:41,random_folder
test_workspace\folder_6063_N\이슈.jpg,이슈.jpg,협력사,설문결과,.jpg,2025-04-22 15:22:41,random_folder
test_workspace\고객문의.pdf,고객문의.pdf,협력사,기획안,.pdf,2024-09-13 16:49:41,root
test_workspace\2025_3분기_마케팅_캠페인\-최종(최종)GYC.pdf,-최종(최종)GYC.pdf,2025 3분기 마케팅 캠페인,지원요청,.pdf,2024-12-08 15:24:41,project_folder
test_workspace\folder_6063_N\지원요청.pptx,지원요청.pptx,2025 3분기 마케팅 캠페인,광고시안,.pptx,2024-08-30 21:01:41,random_folder
test_workspace\보고서paj68q@#.txt,보고서paj68q@#.txt,기타,회의록,.txt,2024-09-14 11:04:41,root
test_workspace\folder_4967_L\-최종본(최종).txt,-최종본(최종).txt,신제품 '퀀텀' 출시,계약,.txt,2025-03-07 18:32:41,random_folder
test_workspace\계약.docx,계약.docx,2025 3분기 마케팅 캠페인,피드백,.docx,2025-03-19 04:36:41,root
test_workspace\folder_2614_K\-최종본(2).docx,-최종본(2).docx,2025 3분기 마케팅 캠페인,결과보고서,.docx,2025-05-06 06:13:41,random_folder
test_workspace\_EDIT.pdf,_EDIT.pdf,외부고객,발표자료,.pdf,2025-06-15 00:44:41,root
test_workspace\QnAhgoqi.pptx,QnAhgoqi.pptx,기타,광고시안,.pptx,2025-07-27 12:12:41,root
test_workspace\folder_6063_N\v3.xlsx,v3.xlsx,사내 업무 효율화 TF,설문결과,.xlsx,2024-08-25 08:36:41,random_folder
test_workspace\folder_2614_K\-최종(최종)jorjjq.docx,-최종(최종)jorjjq.docx,외부고객,발표자료,.docx,2025-01-20 06:43:41,random_folder
test_workspace\folder_6561_Y\QnA.txt,QnA.txt,2025 3분기 마케팅 캠페인,QnA,.txt,2024-10-27 14:46:41,random_folder
test_workspace\folder_9952_J\ver2lq.docx,ver2lq.docx,기타,이슈,.docx,2024-08-28 15:10:41,random_folder
test_workspace\folder_4493_I\최종본.pdf,최종본.pdf,사내 업무 효율화 TF,고객문의,.pdf,2025-01-17 21:48:41,random_folder
test_workspace\folder_9407_P\v3_61.pdf,v3_61.pdf,기타,피드백,.pdf,2025-03-08 10:15:41,random_folder
test_workspace\folder_9407_P\-최종본(1).pptx,-최종본(1).pptx,신제품 '퀀텀' 출시,발표자료,.pptx,2025-07-08 10:05:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\_last.pptx,_last.pptx,2025 3분기 마케팅 캠페인,결과보고서,.pptx,2024-08-16 06:56:41,project_folder
test_workspace\folder_7492_B\_edithsm_7.xlsx,_edithsm_7.xlsx,2025 3분기 마케팅 캠페인,요구사항정의서,.xlsx,2025-07-21 17:15:41,random_folder
test_workspace\-최종수정f6.pptx,-최종수정f6.pptx,외부고객,예산안,.pptx,2025-04-06 07:52:41,root
test_workspace\신제품_퀀텀_출시\-최종수정GEFVR.xlsx,-최종수정GEFVR.xlsx,신제품 '퀀텀' 출시,발표자료,.xlsx,2025-04-03 13:04:41,project_folder
test_workspace\folder_2228_^\피드백@#.png,피드백@#.png,외부고객,개선안,.png,2025-07-13 11:21:41,random_folder
test_workspace\folder_4546_U\-ver.pptx,-ver.pptx,협력사,기획안,.pptx,2025-02-24 23:00:41,random_folder
test_workspace\외부고객\-최종본fs1q.pptx,-최종본fs1q.pptx,외부고객,피드백,.pptx,2025-07-14 01:11:41,project_folder
test_workspace\folder_1249_V\계약ZF.png,계약ZF.png,외부고객,개선안,.png,2025-02-16 09:04:41,random_folder
test_workspace\folder_2228_^\V3.pptx,V3.pptx,협력사,설문결과,.pptx,2024-11-01 10:23:41,random_folder
test_workspace\folder_9952_J\V2.xlsx,V2.xlsx,신제품 '퀀텀' 출시,계약,.xlsx,2024-12-12 23:10:41,random_folder
test_workspace\folder_9156_Q\-최종(1).docx,-최종(1).docx,내부지원,지원요청,.docx,2024-09-23 10:25:41,random_folder
test_workspace\folder_9407_P\v3.docx,v3.docx,외부고객,이슈,.docx,2025-06-06 10:13:41,random_folder
test_workspace\v1qm0g@#_18.txt,v1qm0g@#_18.txt,협력사,예산안,.txt,2024-11-17 03:51:41,root
test_workspace\folder_1249_V\v1foo0h.docx,v1foo0h.docx,2025 3분기 마케팅 캠페인,디자인시안,.docx,2025-05-30 03:23:41,random_folder
test_workspace\신제품_퀀텀_출시\_복사본.pdf,_복사본.pdf,신제품 '퀀텀' 출시,피드백,.pdf,2024-10-06 21:16:41,project_folder
test_workspace\(최종).docx,(최종).docx,기타,광고시안,.docx,2025-05-04 08:40:41,root
test_workspace\-ver.docx,-ver.docx,2025 3분기 마케팅 캠페인,개선안,.docx,2024-09-08 18:36:41,root
test_workspace\보고서.xlsx,보고서.xlsx,신제품 '퀀텀' 출시,발표자료,.xlsx,2025-04-16 05:31:41,root
test_workspace\-최종(2).jpg,-최종(2).jpg,2025 3분기 마케팅 캠페인,이슈,.jpg,2025-04-03 02:30:41,root
test_workspace\folder_5266_H\-최종본.jpg,-최종본.jpg,2025 3분기 마케팅 캠페인,기획안,.jpg,2025-05-31 04:08:41,random_folder
test_workspace\folder_5266_H\첨부_38.xlsx,첨부_38.xlsx,협력사,결과보고서,.xlsx,2025-04-19 22:30:41,random_folder
test_workspace\이슈.jpg,이슈.jpg,내부지원,이슈,.jpg,2025-05-01 09:56:41,root
test_workspace\신제품_퀀텀_출시\draft.pdf,draft.pdf,신제품 '퀀텀' 출시,지원요청,.pdf,2024-12-22 21:54:41,project_folder
test_workspace\folder_4967_L\VER2.pptx,VER2.pptx,기타,회의록,.pptx,2024-11-11 10:18:41,random_folder
test_workspace\folder_4687_T\결과.pdf,결과.pdf,협력사,지원요청,.pdf,2024-11-09 14:08:41,random_folder
test_workspace\folder_5179_F\-최종(1)f2fucb.pptx,-최종(1)f2fucb.pptx,2025 3분기 마케팅 캠페인,고객문의,.pptx,2025-05-10 14:06:41,random_folder
test_workspace\folder_9952_J\첨부_98.png,첨부_98.png,사내 업무 효율화 TF,설문결과,.png,2025-05-06 03:05:41,random_folder
test_workspace\folder_1249_V\-최종수정.pptx,-최종수정.pptx,2025 3분기 마케팅 캠페인,광고시안,.pptx,2025-04-17 23:15:41,random_folder
test_workspace\folder_7956_W\_editpw.png,_editpw.png,협력사,광고시안,.png,2024-11-11 11:40:41,random_folder
test_workspace\협력사\_복사본.docx,_복사본.docx,협력사,계약,.docx,2024-12-28 17:51:41,project_folder
test_workspace\folder_9952_J\피드백y6.txt,피드백y6.txt,신제품 '퀀텀' 출시,요구사항정의서,.txt,2024-09-27 18:49:41,random_folder
test_workspace\folder_1249_V\(최종).pdf,(최종).pdf,외부고객,개발일정,.pdf,2025-01-06 08:04:41,random_folder
test_workspace\-최종(1)@#.pdf,-최종(1)@#.pdf,기타,QnA,.pdf,2024-10-13 19:57:41,root
test_workspace\결과M1.jpg,결과M1.jpg,2025 3분기 마케팅 캠페인,기획안,.jpg,2025-06-20 01:34:41,root
test_workspace\folder_2614_K\QNA.pptx,QNA.pptx,신제품 '퀀텀' 출시,QnA,.pptx,2025-02-12 15:50:41,random_folder
test_workspace\-최종본(1).jpg,-최종본(1).jpg,2025 3분기 마케팅 캠페인,디자인시안,.jpg,2025-01-15 03:46:41,root
test_workspace\신제품_퀀텀_출시\-최종본dlnt.png,-최종본dlnt.png,신제품 '퀀텀' 출시,계약,.png,2025-07-16 04:20:41,project_folder
test_workspace\기타\첨부.txt,첨부.txt,기타,디자인시안,.txt,2024-10-03 11:20:41,project_folder
test_workspace\2025_3분기_마케팅_캠페인\계약j9y36n.xlsx,계약j9y36n.xlsx,2025 3분기 마케팅 캠페인,디자인시안,.xlsx,2025-03-27 04:53:41,project_folder
test_workspace\신제품_퀀텀_출시\고객문의.pdf,고객문의.pdf,신제품 '퀀텀' 출시,회의록,.pdf,2025-03-06 17:56:41,project_folder
test_workspace\내부지원\결과_27.jpg,결과_27.jpg,내부지원,이슈,.jpg,2024-12-06 18:49:41,project_folder
test_workspace\folder_6611_E\-최종rhj3.pdf,-최종rhj3.pdf,기타,고객문의,.pdf,2025-04-11 11:20:41,random_folder
test_workspace\-ver.jpg,-ver.jpg,기타,발표자료,.jpg,2025-02-21 12:19:41,root
test_workspace\기타\-최종본(최종).xlsx,-최종본(최종).xlsx,기타,결과보고서,.xlsx,2025-02-28 21:39:41,project_folder
test_workspace\기타\-사본.docx,-사본.docx,기타,견적,.docx,2025-07-09 02:05:41,project_folder
test_workspace\-최종수정.jpg,-최종수정.jpg,기타,피드백,.jpg,2024-12-24 04:59:41,root
test_workspace\folder_2228_^\_복사본.docx,_복사본.docx,내부지원,계약,.docx,2025-07-16 13:51:41,random_folder
test_workspace\folder_7492_B\-사본.docx,-사본.docx,내부지원,캠페인제안서,.docx,2025-08-15 15:00:41,random_folder
test_workspace\folder_6611_E\이슈.txt,이슈.txt,내부지원,지원요청,.txt,2024-08-22 13:22:41,random_folder
test_workspace\folder_6063_N\(최종)_27.txt,(최종)_27.txt,2025 3분기 마케팅 캠페인,디자인시안,.txt,2025-02-21 19:15:41,random_folder
test_workspace\folder_5179_F\(1).txt,(1).txt,2025 3분기 마케팅 캠페인,예산안,.txt,2024-12-17 06:12:41,random_folder
test_workspace\folder_3455_\-최종(2).txt,-최종(2).txt,2025 3분기 마케팅 캠페인,피드백,.txt,2024-09-02 00:58:41,random_folder
test_workspace\folder_9952_J\견적.pptx,견적.pptx,협력사,기획안,.pptx,2025-05-25 09:24:41,random_folder
test_workspace\folder_2614_K\첨부.txt,첨부.txt,협력사,개발일정,.txt,2024-11-04 02:13:41,random_folder
test_workspace\-최종(2).jpg,-최종(2).jpg,내부지원,개선안,.jpg,2024-12-01 17:34:41,root
test_workspace\내부지원\v3.xlsx,v3.xlsx,내부지원,견적,.xlsx,2024-08-17 23:19:41,project_folder
test_workspace\folder_1249_V\첨부5J.xlsx,첨부5J.xlsx,협력사,캠페인제안서,.xlsx,2024-09-08 11:10:41,random_folder
test_workspace\folder_6933_X\QnA.docx,QnA.docx,기타,피드백,.docx,2025-05-01 08:07:41,random_folder
test_workspace\ver29wt9xl.pdf,ver29wt9xl.pdf,2025 3분기 마케팅 캠페인,결과보고서,.pdf,2025-06-28 17:26:41,root
test_workspace\folder_9941_A\회의@#.jpg,회의@#.jpg,기타,캠페인제안서,.jpg,2025-01-26 01:57:41,random_folder
test_workspace\folder_9941_A\-최종V3_54.xlsx,-최종V3_54.xlsx,신제품 '퀀텀' 출시,광고시안,.xlsx,2024-11-18 17:19:41,random_folder
test_workspace\folder_6063_N\수정본@#.jpg,수정본@#.jpg,기타,견적,.jpg,2025-04-10 06:49:41,random_folder
test_workspace\기타\지원요청bxwy74.txt,지원요청bxwy74.txt,기타,견적,.txt,2025-05-24 11:59:41,project_folder
test_workspace\자료.txt,자료.txt,외부고객,디자인시안,.txt,2025-04-29 20:48:41,root
test_workspace\이슈.pdf,이슈.pdf,외부고객,피드백,.pdf,2025-06-22 05:00:41,root
test_workspace\folder_9583_R\회의.jpg,회의.jpg,협력사,기획안,.jpg,2025-03-08 05:51:41,random_folder
test_workspace\-VER.jpg,-VER.jpg,기타,회의록,.jpg,2025-02-16 02:19:41,root
test_workspace\folder_2228_^\계약.pptx,계약.pptx,협력사,기획안,.pptx,2024-09-22 19:11:41,random_folder
test_workspace\folder_3530_]\-최종본(1).pdf,-최종본(1).pdf,사내 업무 효율화 TF,요구사항정의서,.pdf,2024-09-01 06:27:41,random_folder
test_workspace\folder_2614_K\v38slf.docx,v38slf.docx,협력사,광고시안,.docx,2025-05-27 14:21:41,random_folder
test_workspace\외부고객\-최종본(1)@#.jpg,-최종본(1)@#.jpg,외부고객,회의록,.jpg,2024-09-07 21:19:41,project_folder
test_workspace\folder_5723_C\(1)xn.docx,(1)xn.docx,2025 3분기 마케팅 캠페인,계약,.docx,2025-06-27 20:35:41,random_folder
test_workspace\folder_7956_W\_복사본.png,_복사본.png,사내 업무 효율화 TF,피드백,.png,2025-06-06 21:23:41,random_folder
test_workspace\자료.png,자료.png,외부고객,피드백,.png,2025-01-15 06:54:41,root
test_workspace\QnA.xlsx,QnA.xlsx,협력사,예산안,.xlsx,2024-09-09 12:08:41,root
test_workspace\folder_3530_]\_복사본m3.pptx,_복사본m3.pptx,협력사,고객문의,.pptx,2025-06-07 17:37:41,random_folder
test_workspace\외부고객\_edit_10.jpg,_edit_10.jpg,외부고객,요구사항정의서,.jpg,2024-12-04 05:53:41,project_folder
test_workspace\-최종.jpg,-최종.jpg,협력사,피드백,.jpg,2024-12-12 13:23:41,root
test_workspace\기타\-최종본.png,-최종본.png,기타,기획안,.png,2025-02-18 23:29:41,project_folder
test_workspace\folder_6063_N\v1.pdf,v1.pdf,협력사,발표자료,.pdf,2024-08-22 00:09:41,random_folder
test_workspace\견적.txt,견적.txt,기타,예산안,.txt,2025-03-03 04:02:41,root
test_workspace\folder_2999_D\수정본.xlsx,수정본.xlsx,사내 업무 효율화 TF,캠페인제안서,.xlsx,2024-12-05 09:17:41,random_folder
test_workspace\folder_3455_\견적.png,견적.png,사내 업무 효율화 TF,광고시안,.png,2024-10-16 14:28:41,random_folder
test_workspace\folder_7492_B\(1).docx,(1).docx,기타,캠페인제안서,.docx,2024-09-18 08:46:41,random_folder
test_workspace\folder_7956_W\-최종본.png,-최종본.png,사내 업무 효율화 TF,요구사항정의서,.png,2025-01-25 05:48:41,random_folder
test_workspace\-최종(2).docx,-최종(2).docx,기타,개선안,.docx,2025-07-20 11:59:41,root
test_workspace\-최종본(2)4slxx.pptx,-최종본(2)4slxx.pptx,사내 업무 효율화 TF,견적,.pptx,2024-12-27 01:08:41,root
test_workspace\folder_2999_D\v2.docx,v2.docx,신제품 '퀀텀' 출시,고객문의,.docx,2024-12-14 06:55:41,random_folder
test_workspace\사내_업무_효율화_TF\_복사본_17.png,_복사본_17.png,사내 업무 효율화 TF,광고시안,.png,2025-01-21 19:04:41,project_folder
test_workspace\folder_3025_M\v1@#.pptx,v1@#.pptx,기타,디자인시안,.pptx,2025-06-10 11:30:41,random_folder
test_workspace\folder_5179_F\참고M5NU.xlsx,참고M5NU.xlsx,사내 업무 효율화 TF,회의록,.xlsx,2025-06-21 00:53:41,random_folder
test_workspace\folder_9583_R\-최종본(최종).pdf,-최종본(최종).pdf,사내 업무 효율화 TF,발표자료,.pdf,2025-06-02 03:23:41,random_folder
test_workspace\folder_3025_M\회의.pdf,회의.pdf,협력사,캠페인제안서,.pdf,2024-10-06 07:18:41,random_folder
test_workspace\folder_6933_X\첨부1OVOI7_53.jpg,첨부1OVOI7_53.jpg,협력사,요구사항정의서,.jpg,2025-06-10 02:54:41,random_folder
test_workspace\이슈4V9TIE.txt,이슈4V9TIE.txt,협력사,피드백,.txt,2025-06-07 16:08:41,root
test_workspace\내부지원\_EDIT.pptx,_EDIT.pptx,내부지원,요구사항정의서,.pptx,2024-08-30 23:03:41,project_folder
test_workspace\계약@#.png,계약@#.png,외부고객,캠페인제안서,.png,2024-09-01 01:27:41,root
test_workspace\내부지원\수정본u9iwd.jpg,수정본u9iwd.jpg,내부지원,QnA,.jpg,2024-09-30 13:21:41,project_folder
test_workspace\신제품_퀀텀_출시\-최종본(1)_19.docx,-최종본(1)_19.docx,신제품 '퀀텀' 출시,이슈,.docx,2025-01-26 08:35:41,project_folder
test_workspace\folder_9952_J\_복사본.xlsx,_복사본.xlsx,신제품 '퀀텀' 출시,광고시안,.xlsx,2025-03-04 22:18:41,random_folder
test_workspace\-최종수정heckxs.pptx,-최종수정heckxs.pptx,외부고객,요구사항정의서,.pptx,2025-01-05 06:16:41,root
test_workspace\-최종수정ynh@#.pdf,-최종수정ynh@#.pdf,신제품 '퀀텀' 출시,지원요청,.pdf,2024-12-07 14:12:41,root
test_workspace\folder_3530_]\이슈POAOPM.pptx,이슈POAOPM.pptx,협력사,캠페인제안서,.pptx,2024-08-29 02:08:41,random_folder
test_workspace\신제품_퀀텀_출시\최종본.txt,최종본.txt,신제품 '퀀텀' 출시,지원요청,.txt,2024-12-06 11:09:41,project_folder
